Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow,Past Annual R&D
1679.HK,RISECOMM GP,Semiconductors,0.11,HKD,CNY,28130188.0,12-31,0.0,156404000.0,193984000.0,250488000.0,-28888000.0,94868000.0,79300000.0,76635000.0,-138514000.0,-62843000.0,77271000.0,-64783000.0,
1680.HK,MACAU LEGEND,Resorts & Casinos,0.1,HKD,HKD,620118976.0,12-31,0.0,6273785000.0,2662672000.0,6862616000.0,3705229000.0,901645000.0,741353000.0,365173000.0,-4921000.0,182538000.0,-173860000.0,-32861000.0,
1681.HK,CONSUN PHARMA,Drug Manufacturers - Specialty & Generic,9.46,HKD,CNY,7859604992.0,12-31,0.564,4129921000.0,511534000.0,5507994000.0,3626503000.0,2590115000.0,668437000.0,1099048000.0,784534000.0,818973000.0,-280100000.0,-231772000.0,
1682.HK,HP LIVING TECH,Apparel Manufacturing,0.188,HKD,HKD,147754272.0,03-31,0.0,88091000.0,,105749000.0,88091000.0,96691000.0,94382000.0,13689000.0,-3655000.0,24321000.0,,4230000.0,
1683.HK,HOPE LIFE INT,Engineering & Construction,0.3,HKD,HKD,466560032.0,12-31,0.0,428072000.0,74536000.0,480902000.0,354421000.0,293151000.0,232328000.0,45875000.0,-5635000.0,-154314000.0,144665000.0,-64000.0,
1685.HK,BOER POWER,Industrial Distribution,0.246,HKD,CNY,189155808.0,12-31,0.011,564000000.0,251656000.0,1525235000.0,312344000.0,680276000.0,482754000.0,141240000.0,31051000.0,169801000.0,-119137000.0,-16409000.0,
1686.HK,SUNEVISION,Real Estate Services,5.97,HKD,HKD,14070095872.0,06-30,0.112,21513041000.0,16603122000.0,24071835000.0,5115925000.0,2673501000.0,1259145000.0,154959000.0,907188000.0,1589803000.0,1636636000.0,-2964977000.0,
1689.HK,HUAXIHOLDINGS,Packaging & Containers,0.69,HKD,HKD,483986720.0,12-31,0.0,344409000.0,25746000.0,488498000.0,321787000.0,155387000.0,122091000.0,46736000.0,-41184000.0,5493000.0,-2153000.0,-37589000.0,
1690.HK,LAP KEI ENGRG,Engineering & Construction,0.076,HKD,HKD,110336800.0,12-31,0.01,152464000.0,0.0,296941000.0,152464000.0,323307000.0,296721000.0,18939000.0,7424000.0,39211000.0,-10538000.0,-388000.0,
1691.HK,JS GLOBAL LIFE,"Furnishings, Fixtures & Appliances",1.66,HKD,USD,5767785984.0,12-31,0.0,535465000.0,5709000.0,1403291000.0,535465000.0,1428706000.0,942122000.0,462382000.0,131707000.0,312119000.0,-199614000.0,-338269000.0,
1692.HK,TOWNRAY HLDGS,Consumer Electronics,2.5,HKD,HKD,897500032.0,12-31,0.271,366064000.0,33887000.0,477348000.0,344678000.0,704417000.0,459042000.0,111043000.0,122206000.0,196696000.0,-152000000.0,-5406000.0,
1693.HK,BGMC,Engineering & Construction,2.15,HKD,MYR,77400000.0,03-31,0.0,75629000.0,48910000.0,171476000.0,27114000.0,117070000.0,124361000.0,12962000.0,-1164000.0,2146000.0,-12087000.0,9928000.0,
1695.HK,S&P INTL HLDG,Packaged Foods,0.077,HKD,MYR,83160000.0,12-31,0.0,147570652.0,29157778.0,163262553.0,118809582.0,85217638.0,67879648.0,18856728.0,-1800969.0,21220705.0,-12945277.0,-4367176.0,
1696.HK,SISRAM MED,Medical Devices,4.3,HKD,USD,2013875072.0,12-31,0.016,456732000.0,44682000.0,613502000.0,452311000.0,359292000.0,139767000.0,177466000.0,31499000.0,43936000.0,-20966000.0,-32995000.0,
1697.HK,SDITC,Asset Management,0.335,HKD,CNY,1560714752.0,12-31,0.0,11517210519.12,296828751.04,14279337691.82,11236725935.78,510271935.89,166538444.88,-62300721.74000001,142794885.05,152383531.49,-62497663.19,217885157.16,
1698.HK,TME-SW,Internet Content & Information,49.75,HKD,CNY,168117682176.0,12-31,1.314,61543000000.0,6048000000.0,75536000000.0,55907000000.0,27752000000.0,17957000000.0,4823000000.0,4920000000.0,7337000000.0,-1538000000.0,-1863000000.0,
1699.HK,"1699.HK,0P0000VOCT,0",N/A,,HKD,CNY,89959992.0,N/A,0.0,785472000.0,361254000.0,960080000.0,433324000.0,628912000.0,558184000.0,126399000.0,-266458000.0,72915000.0,-12206000.0,-59003000.0,
1701.HK,TU YI HLDG,Travel Services,0.106,HKD,CNY,106000000.0,12-31,0.0,188942000.0,58448000.0,223746000.0,132825000.0,92645000.0,59003000.0,27957000.0,8921000.0,12243000.0,-3504000.0,-169000.0,
1702.HK,DONGGUANG CHEM,Chemicals,1.7,HKD,CNY,1055604800.0,12-31,0.034,1758498000.0,28041000.0,2101211000.0,1758498000.0,2920711000.0,2587750000.0,71555000.0,190080000.0,372772000.0,-53158000.0,-60815000.0,
1703.HK,"1703.HK,0P0001FM5P,0",N/A,,HKD,HKD,55200000.0,N/A,0.0,49249000.0,175975000.0,255798000.0,11867000.0,304356000.0,190749000.0,88146000.0,-6940000.0,59881000.0,-62267000.0,17963000.0,
1705.HK,B & S INTL HLDG,Food Distribution,0.325,HKD,HKD,129999992.0,03-31,0.055,162346000.0,58844000.0,267254000.0,158346000.0,520813000.0,398871000.0,80453000.0,33604000.0,58996000.0,-82120000.0,-1906000.0,
1707.HK,GEOTECH HLDGS,Engineering & Construction,0.102,HKD,HKD,171360000.0,12-31,0.0,176930000.0,1384000.0,211474000.0,176930000.0,134567000.0,130989000.0,25047000.0,-16366000.0,-27228000.0,-577000.0,-2164000.0,
1708.HK,SAMPLE TECH,Communication Equipment,0.33,HKD,CNY,261379152.0,12-31,0.0,2310178527.34,685839799.67,2874452654.75,1624338727.67,493541069.55,406102733.27,93527520.02,1994964.77,181156601.66,-171806997.91,22724054.28,
1709.HK,DL HOLDINGS GP,Financial Conglomerates,3.5,HKD,HKD,5191515136.0,03-31,0.019,827516000.0,307019000.0,1076432000.0,520965000.0,202353000.0,71896000.0,120478000.0,99903000.0,-33658000.0,-30788000.0,-65227000.0,
1710.HK,TRIO IND ELEC,Electrical Equipment & Parts,0.129,HKD,HKD,128999992.0,12-31,0.012,431392000.0,123406000.0,682770000.0,410735000.0,1160211000.0,937490000.0,168440000.0,47149000.0,52043000.0,-30659000.0,-31853000.0,
1711.HK,ULFERTS,Specialty Retail,0.058,HKD,HKD,46400000.0,03-31,0.0,64711000.0,39189000.0,145183000.0,64711000.0,171638000.0,71979000.0,120625000.0,-25006000.0,28078000.0,-44138000.0,-2641000.0,
1712.HK,DRAGON MINING,Gold,3.39,HKD,AUD,535948832.0,12-31,0.0,67689000.0,1300000.0,108315000.0,67689000.0,60495000.0,54550000.0,5636000.0,5189000.0,,-172000.0,-3229000.0,
1713.HK,SICHUAN EN INV,Utilities - Renewable,2.51,HKD,CNY,2696643840.0,12-31,0.14,3978793768.1,627058613.03,6324835385.59,3355293837.13,4160192577.95,3484310248.78,239637631.28999996,338999671.13,622297642.41,304530952.24,-1194580051.83,
1715.HK,VOLCANO SPRING,"Furnishings, Fixtures & Appliances",0.3,HKD,CNY,35376600.0,12-31,0.0,127706000.0,71396000.0,165740000.0,58207000.0,84369000.0,63152000.0,58956000.0,-49318000.0,14424000.0,8131000.0,-2000.0,
1716.HK,MOST KWAI CHUNG,Advertising Agencies,0.36,HKD,HKD,97200000.0,03-31,0.0,45514000.0,1553000.0,60959000.0,45514000.0,55195000.0,35223000.0,30175000.0,-9215000.0,-10125000.0,-1204000.0,3337000.0,
1717.HK,AUSNUTRIA,Packaged Foods,2.01,HKD,CNY,3575448064.0,12-31,0.056,8071420000.0,2415600000.0,10033758000.0,5693468000.0,7382007000.0,4529457000.0,2494966000.0,174387000.0,224711000.0,682453000.0,-740917000.0,
1718.HK,WAN KEI GROUP,Engineering & Construction,0.265,HKD,HKD,37573020.0,03-31,0.0,90321978.0,2590442.0,323973873.0,90321978.0,288653824.0,235580347.0,61033596.0,-20621836.0,42294993.0,-20357707.0,331771.0,
1719.HK,CIL GROUP,Marine Shipping,0.55,HKD,HKD,948788480.0,12-31,0.0,1142310000.0,384888000.0,1491217000.0,766876000.0,361301000.0,283648000.0,51110000.0,15360000.0,23352000.0,-47049000.0,-3570000.0,
1720.HK,PUTIAN COMM,Communication Equipment,0.101,HKD,CNY,111100000.0,12-31,0.0,918195000.0,341952000.0,1165242000.0,576999000.0,615504000.0,480193000.0,110665000.0,7648000.0,-16853000.0,-4752000.0,-19445000.0,
1721.HK,FSM HOLDINGS,Metal Fabrication,0.435,HKD,SGD,435000000.0,12-31,0.0,47807000.0,14464000.0,55185000.0,34112000.0,16071000.0,10131000.0,9065000.0,-4876000.0,-1498000.0,16150000.0,11754000.0,
1722.HK,KIN PANG HLDGS,Engineering & Construction,0.031,HKD,MOP,34100000.0,12-31,0.0,251682000.0,78507000.0,467754000.0,178470000.0,582928000.0,572599000.0,29632000.0,-34123000.0,73658000.0,-51997000.0,-21624000.0,
1723.HK,HK ASIA HLDGS,Telecom Services,4.33,HKD,HKD,1732000000.0,03-31,0.0,124539000.0,6012000.0,138744000.0,124539000.0,252383000.0,190736000.0,46503000.0,14842000.0,43900000.0,-65515000.0,-9890000.0,
1725.HK,USPACE TECH,Electronic Components,0.65,HKD,CNY,327648064.0,12-31,0.0,697246000.0,691548000.0,1154883000.0,174329000.0,593508000.0,528799000.0,267408000.0,-211141000.0,-132871000.0,279987000.0,-120413000.0,
1726.HK,HKE HOLDINGS,Engineering & Construction,1.45,HKD,SGD,1560765568.0,06-30,0.0,26831195.0,693194.0,57214598.0,26831195.0,18433408.0,9596136.0,22467555.0,-12648291.0,-12124302.0,8194575.0,6884333.0,
1727.HK,HEBEI CONS,Engineering & Construction,0.445,HKD,CNY,783814080.0,12-31,0.0,11366651000.0,5331471000.0,64885597000.0,6047329000.0,33492866000.0,31697268000.0,771076000.0,171395000.0,-1330615000.0,-601823000.0,-25143000.0,
1728.HK,ZHENGTONGAUTO,Auto & Truck Dealerships,0.117,HKD,CNY,391597824.0,12-31,0.0,20122891000.0,21041011000.0,29514801000.0,361830000.0,24131975000.0,23123382000.0,2167418000.0,-849282000.0,36786000.0,767076000.0,-793482000.0,
1729.HK,TIMEINTERCON-1K,Electrical Equipment & Parts,3.71,HKD,HKD,7235761152.0,12-31,0.023,4444606000.0,3381134000.0,6106964000.0,1132352000.0,5764839000.0,5140174000.0,306875000.0,215140000.0,-1447992000.0,3834265000.0,-2310728000.0,
1730.HK,LHN,Real Estate Services,2.61,HKD,SGD,1138975232.0,09-30,0.02,546448000.0,390046000.0,696779000.0,254181000.0,121021000.0,58808000.0,24033000.0,47290000.0,28409000.0,56266000.0,-99816000.0,
1731.HK,PROSPEROUS IND,Footwear & Accessories,0.73,HKD,USD,817600000.0,12-31,0.009,148951000.0,3222000.0,195692000.0,148951000.0,208138000.0,164386000.0,28440000.0,14879000.0,18554000.0,-7734000.0,-4724000.0,
1732.HK,XIANGXING INT,Integrated Freight & Logistics,0.091,HKD,CNY,116480000.0,12-31,0.0,199144000.0,1403000.0,221860000.0,199144000.0,175556000.0,138259000.0,19533000.0,10937000.0,4142000.0,17507000.0,-1721000.0,
1733.HK,E-COMMODITIES,Thermal Coal,0.8,HKD,HKD,2135824000.0,12-31,0.086,10541232000.0,2667581000.0,17814465000.0,8494073000.0,40586665000.0,36887007000.0,1097924000.0,2122640000.0,2025354000.0,532529000.0,-1833946000.0,
1735.HK,CENTRAL NEW EGY,Engineering & Construction,9.41,HKD,HKD,39747837952.0,12-31,0.0,1971835000.0,1123181000.0,3496284000.0,850530000.0,4028299000.0,3855486000.0,88405000.0,66323000.0,-1001738000.0,1307725000.0,-748009000.0,
1736.HK,PARENTING NET,Advertising Agencies,0.056,HKD,CNY,19357074.0,12-31,0.0,73827000.0,38450000.0,115053000.0,36080000.0,57444000.0,54943000.0,35796000.0,-48181000.0,-8978000.0,5516000.0,4332000.0,
1737.HK,A & S GROUP,Integrated Freight & Logistics,0.126,HKD,HKD,126000000.0,03-31,0.02,224125000.0,11021000.0,310347000.0,224125000.0,649570000.0,575439000.0,54548000.0,17631000.0,54812000.0,-50177000.0,-2341000.0,
1738.HK,FS ANTHRACITE,Thermal Coal,0.105,HKD,CNY,144957744.0,12-31,0.0,455376000.0,1870069000.0,3105880000.0,-1282624000.0,990786000.0,758332000.0,314392000.0,-493418000.0,418736000.0,-179833000.0,-253179000.0,
1739.HK,QEEKA HOME,Internet Content & Information,0.19,HKD,CNY,213445984.0,12-31,0.01,1244449000.0,245703000.0,1870285000.0,1031673000.0,1186994000.0,691536000.0,537893000.0,-96869000.0,-247379000.0,117625000.0,-56526000.0,
1740.HK,VALUES CULTURAL,Entertainment,0.068,HKD,CNY,70550008.0,12-31,0.0,178911000.0,2480000.0,204600000.0,176431000.0,62914000.0,124010000.0,17828000.0,-99444000.0,4329000.0,-900000.0,-101000.0,
1741.HK,SHING CHI HLDGS,Engineering & Construction,0.17,HKD,HKD,136000000.0,09-30,0.0,34702000.0,2944000.0,64092000.0,34702000.0,143956000.0,134065000.0,33286000.0,-10070000.0,41001000.0,-47840000.0,-2034000.0,
1742.HK,HPC HOLDINGS,Engineering & Construction,0.046,HKD,SGD,73600000.0,10-31,0.0,90187000.0,14525000.0,158402000.0,75813000.0,169772000.0,174786000.0,5495000.0,-8485000.0,7406000.0,-7167000.0,-1788000.0,
1745.HK,LVJI TECH,Travel Services,0.315,HKD,CNY,518868000.0,12-31,0.0,915215000.0,5317000.0,1038318000.0,915215000.0,585395000.0,362083000.0,49762000.0,145167000.0,255228000.0,67227000.0,-517968000.0,
1746.HK,MAN SHUN GP,Engineering & Construction,0.57,HKD,HKD,570000000.0,12-31,0.0,151828000.0,1513000.0,172713000.0,151828000.0,152950000.0,133743000.0,21260000.0,680000.0,19160000.0,-1506000.0,6135000.0,
1747.HK,HOME CONTROL,Consumer Electronics,0.54,HKD,USD,273591008.0,12-31,0.003,37816000.0,15512000.0,70736000.0,22811000.0,101008000.0,77697000.0,18497000.0,-1619000.0,14069000.0,-11853000.0,-724000.0,
1748.HK,XIN YUAN ENT,Marine Shipping,1.76,HKD,USD,774400000.0,12-31,0.0,182592000.0,58871000.0,187723000.0,124367000.0,58916000.0,41891000.0,4830000.0,8497000.0,17217000.0,-32634000.0,4349000.0,
1749.HK,SHANSHAN,Apparel Manufacturing,0.96,HKD,CNY,128064000.0,12-31,0.08,388774921.0,145920118.0,726389551.0,253774921.0,1060045974.0,662806836.0,346585299.0,31605378.0,134068384.0,-53927101.0,-51605393.0,
1750.HK,REM GROUP HLDGS,Electrical Equipment & Parts,0.03,HKD,HKD,54000000.0,12-31,0.0,170847000.0,5576000.0,204040000.0,167932000.0,166784000.0,124863000.0,36312000.0,6998000.0,-62000.0,-13473000.0,26418000.0,
1751.HK,KINGLAND GROUP,Engineering & Construction,0.39,HKD,HKD,94348800.0,12-31,0.0,35768000.0,20478000.0,71463000.0,23385000.0,121186000.0,91726000.0,28410000.0,1318000.0,4095000.0,4801000.0,-508000.0,
1752.HK,TOP EDUCATION,Education & Training Services,0.062,HKD,AUD,148649344.0,06-30,0.0,49716000.0,15080000.0,77380000.0,49716000.0,29041000.0,16284000.0,11399000.0,1917000.0,6911000.0,-3763000.0,-807000.0,
1753.HK,DUIBA,Advertising Agencies,0.171,HKD,CNY,184136224.0,12-31,0.0,1860521000.0,509097000.0,2141462000.0,1354996000.0,1096438000.0,851966000.0,207118000.0,30450000.0,-297099000.0,299129000.0,24417000.0,
1755.HK,S-ENJOY SERVICE,Real Estate Services,2.8,HKD,CNY,2439726848.0,12-31,0.205,2903765000.0,15271000.0,6682643000.0,2903765000.0,5424284000.0,3985806000.0,603857000.0,445045000.0,423710000.0,-175253000.0,-304231000.0,
1756.HK,CHI SCI&EDU IND,Education & Training Services,0.56,HKD,CNY,672000000.0,08-31,0.0,6053065000.0,2238738000.0,7500780000.0,3818054000.0,1268533000.0,602214000.0,167591000.0,451090000.0,677377000.0,-236419000.0,-585566000.0,
1757.HK,AFFLUENT FDN,Engineering & Construction,0.125,HKD,HKD,150000000.0,03-31,0.0,88085000.0,5166000.0,224083000.0,88085000.0,199344000.0,194775000.0,15929000.0,2422000.0,-4268000.0,-5593000.0,-3491000.0,
1758.HK,BOJUN EDU,Education & Training Services,0.21,HKD,CNY,189658976.0,08-31,0.0,1695185000.0,1501096000.0,4015686000.0,198406000.0,429763000.0,224864000.0,143981000.0,-39566000.0,175255000.0,89905000.0,-385810000.0,
1759.HK,SINO GAS HLDGS,Specialty Retail,0.81,HKD,CNY,174960000.0,12-31,0.0,893708000.0,510946000.0,955892000.0,386208000.0,1406112000.0,1321483000.0,73080000.0,8793000.0,14760000.0,23009000.0,26718000.0,
1760.HK,INTRON TECH,Auto Parts,1.22,HKD,CNY,1327164800.0,12-31,0.059,4004560000.0,1679310000.0,5543352000.0,2352790000.0,5802330000.0,4718713000.0,701069000.0,317396000.0,-3747000.0,451215000.0,-268930000.0,
1762.HK,WANKA ONLINE,Advertising Agencies,0.56,HKD,CNY,842525568.0,12-31,0.0,1622730000.0,315777000.0,1973730000.0,1319230000.0,2098220000.0,1874952000.0,149506000.0,15488000.0,-65314000.0,76670000.0,-29854000.0,
1763.HK,CIRC,Medical Devices,11.14,HKD,CNY,3563407616.0,12-31,0.381,6336641000.0,1695522000.0,13191710000.0,4693320000.0,6634992000.0,3152753000.0,2677707000.0,370967000.0,84957000.0,484365000.0,-429881000.0,
1765.HK,XJ INTL HLDGS,Education & Training Services,0.152,HKD,CNY,1250195456.0,08-31,0.0,14489945000.0,5559289000.0,22281511000.0,9151533000.0,3732066000.0,2158501000.0,826135000.0,609562000.0,1489580000.0,-864121000.0,-972453000.0,
1766.HK,CRRC,Railroads,4.7,HKD,CNY,200053604352.0,12-31,0.21,181488019000.0,19781920000.0,512823630000.0,168773774000.0,246456804000.0,193763279000.0,35463264000.0,12387514000.0,27127503000.0,-9445353000.0,-17038007000.0,
1767.HK,TS WONDERS,Packaged Foods,0.395,HKD,SGD,395000000.0,12-31,0.0,73205907.0,1323016.0,83967327.0,73205907.0,70117966.0,50351818.0,13144967.0,5455152.0,7443440.0,-3144021.0,-1445564.0,
1769.HK,SCHOLAR EDU,Education & Training Services,5.05,HKD,CNY,2852588544.0,12-31,0.066,454825000.0,175085000.0,1033215000.0,454825000.0,570614000.0,332063000.0,147458000.0,85988000.0,205223000.0,-62091000.0,-186149000.0,
1771.HK,SUNFONDA GP,Auto & Truck Dealerships,0.28,HKD,CNY,168000000.0,12-31,0.0,4983950000.0,2609736000.0,6323168000.0,2462848000.0,10977823000.0,10557688000.0,782928000.0,11866000.0,365687000.0,-120554000.0,-209688000.0,
1772.HK,GANFENGLITHIUM,Chemicals,18.3,HKD,CNY,59403628544.0,12-31,0.15,66464974652.48,31707548329.32,100832297997.29,41782387599.11,18906402940.11,16861275587.73,1605182786.3700001,-2074013392.07,5161271999.89,3446966462.91,-12241868414.81,
1773.HK,TIANLI INT HLDG,Education & Training Services,3.74,HKD,CNY,7664494592.0,08-31,0.042,4525769000.0,2533109000.0,10193716000.0,2472774000.0,3320898000.0,2201929000.0,319850000.0,575956000.0,827110000.0,-559872000.0,-344417000.0,
1775.HK,BEXCELLENT GP,Education & Training Services,0.15,HKD,HKD,76144800.0,07-31,0.0,132750000.0,99149000.0,194713000.0,52458000.0,157084000.0,87069000.0,97820000.0,-24615000.0,1884000.0,-1295000.0,747000.0,
1776.HK,GF SEC,Capital Markets,9.51,HKD,CNY,111071092736.0,12-31,0.5,341806565153.08,195204203450.94,758745107933.09,147601915206.29,26405795196.33,,,9636829949.09,9970809011.81,15716946625.33,25179171395.48,
1777.HK,FANTASIA,Real Estate - Development,0.065,HKD,CNY,375218976.0,12-31,0.0,55764678000.0,61328918000.0,77720094000.0,-5434286000.0,15844093000.0,13371824000.0,791873000.0,-6488010000.0,-666103000.0,-156411000.0,945051000.0,
1778.HK,COLOUR LIFE,Real Estate Services,0.165,HKD,CNY,306505664.0,12-31,0.0,4271140000.0,27751000.0,5849370000.0,4271140000.0,1523179000.0,1069019000.0,245189000.0,23007000.0,86180000.0,-129614000.0,234222000.0,
1780.HK,RONGZUN INT'L H,Engineering & Construction,0.88,HKD,HKD,545600000.0,03-31,0.0,187096000.0,123000.0,248930000.0,187096000.0,229916000.0,225494000.0,16278000.0,-9324000.0,-27816000.0,-125000.0,8945000.0,
1782.HK,IB DIGITAL TECH,Software - Application,5.42,HKD,CNY,4184240128.0,12-31,0.0,252619000.0,14029000.0,289857000.0,242619000.0,120205000.0,65060000.0,105857000.0,-47155000.0,-26771000.0,-4546000.0,-18418000.0,
1783.HK,ENVISION GREEN,Engineering & Construction,7.79,HKD,HKD,10613796864.0,03-31,0.0,242692000.0,18391000.0,824602000.0,234006000.0,452192000.0,424238000.0,110824000.0,-78875000.0,-50798000.0,49314000.0,-19351000.0,
1785.HK,CHENGDU EXPWAY,Infrastructure Operations,1.99,HKD,CNY,3295639040.0,12-31,0.101,7042426684.0,2746953428.0,9254746976.0,4348644919.0,2894040981.0,1851990580.0,208656119.0,618766312.0,1114589492.0,-592502186.0,-75227224.0,
1786.HK,CRCCE,Railroads,0.72,HKD,CNY,1094313600.0,12-31,0.028,6039184743.58,16093239.86,9150875378.73,6039184743.58,3119620673.82,2732243348.83,302825708.46000004,128205804.33,283178153.11,-26434502.28,-568987924.3,
1787.HK,SD GOLD,Gold,23.95,HKD,CNY,139486969856.0,12-31,0.228,94676695997.0,63901693404.81,160659954188.36,37797504973.11,82517993538.3,68902025733.03,5069535876.950001,2951551189.32,13339797529.06,11003954286.27,-22800866386.85,
1788.HK,GUOTAI JUNAN I,Capital Markets,0.95,HKD,HKD,9055448064.0,12-31,0.032,84548879000.0,69730728000.0,107535153000.0,14839473000.0,3217372000.0,890540000.0,580920000.0,201261000.0,-4906371000.0,4584310000.0,-32670000.0,
1789.HK,AK MEDICAL,Medical Devices,5.9,HKD,CNY,6586170368.0,12-31,0.068,2445556000.0,84203000.0,3003024000.0,2391903000.0,1093862000.0,419376000.0,463003000.0,182104000.0,33935000.0,-14021000.0,-318148000.0,
1790.HK,TIL ENVIRO,Waste Management,0.47,HKD,HKD,470000000.0,12-31,0.0,2072408000.0,713745000.0,2241275000.0,1359251000.0,180353000.0,66244000.0,14956000.0,73260000.0,108667000.0,-98993000.0,1485000.0,
1792.HK,CMON,Electronic Gaming & Multimedia,0.02,HKD,USD,43344000.0,12-31,0.0,25229612.0,7234467.0,37305721.0,19422958.0,45051708.0,21436424.0,21717997.0,755948.0,4561430.0,-720273.0,-4563904.0,
1793.HK,WECON HOLDINGS,Engineering & Construction,0.168,HKD,HKD,134400000.0,03-31,0.012,278329000.0,9289000.0,594187000.0,278329000.0,1160370000.0,1115274000.0,45081000.0,6001000.0,21691000.0,-15090000.0,11857000.0,
1795.HK,YADONG GROUP,Textile Manufacturing,0.75,HKD,CNY,450000000.0,12-31,0.0,589580000.0,314388000.0,820501000.0,276215000.0,1078628000.0,939776000.0,83342000.0,34534000.0,95834000.0,-3661000.0,-52790000.0,
1796.HK,METASPACEX,Building Products & Equipment,1.67,HKD,HKD,801600000.0,03-31,0.0,156743000.0,48948000.0,205636000.0,108743000.0,460270000.0,440021000.0,19138000.0,-4439000.0,33437000.0,-999000.0,2000.0,
1797.HK,EAST BUY,Education & Training Services,11.86,HKD,CNY,12398205952.0,05-31,0.0,4969216000.0,94809000.0,6541519000.0,4969216000.0,6525551000.0,4833540000.0,1339286000.0,1719503000.0,856088000.0,-14768000.0,202753000.0,
1798.HK,DATANG RENEW,Utilities - Renewable,2.15,HKD,CNY,15638455296.0,12-31,0.09,87601985000.0,57352657000.0,101545305000.0,32039107000.0,12802292000.0,317844000.0,6996923000.0,2753227000.0,7140036000.0,-5614000.0,-6519407000.0,
1799.HK,XINTE ENERGY,Solar,4.33,HKD,CNY,6191899648.0,12-31,0.0,66050652174.79,29969791125.43,85929456765.5,36413036740.14,30751795719.24,20478165241.82,1923559373.2600002,4345034528.79,14371489117.1,1231904386.96,-7148269131.52,
1800.HK,CHINA COMM CONS,Engineering & Construction,4.87,HKD,CNY,137579446272.0,12-31,0.302,828363000000.0,529405000000.0,1684262000000.0,301734000000.0,755646000000.0,661118000000.0,51788000000.0,24734000000.0,12074000000.0,50332000000.0,-55885000000.0,
1801.HK,INNOVENT BIO,Biotechnology,47.25,HKD,CNY,76942368768.0,12-31,0.0,16049513000.0,3620529000.0,20627360000.0,12527581000.0,6206070000.0,1136266000.0,5979014000.0,-1027913000.0,147810000.0,2587257000.0,-998662000.0,
1802.HK,WENYE GROUP,Engineering & Construction,0.056,HKD,CNY,33264002.0,12-31,0.0,-709292000.0,134815000.0,239752000.0,-836715000.0,81343000.0,74229000.0,27258000.0,-63469000.0,-15090000.0,14865000.0,58000.0,
1803.HK,BJ SPORTS & ENT,Leisure,0.078,HKD,HKD,109825560.0,12-31,0.0,159108000.0,33236000.0,335205000.0,134975000.0,62388000.0,49271000.0,56558000.0,-49023000.0,-3360000.0,-8251000.0,-5097000.0,
1808.HK,ENTERPRISE DEV,Software - Application,3.7,HKD,CNY,906085632.0,12-31,0.0,232704000.0,23063000.0,302764000.0,212888000.0,60646000.0,34601000.0,45805000.0,5550000.0,-12537000.0,92882000.0,-6064000.0,
1809.HK,PRINX CHENGSHAN,Auto Parts,7.59,HKD,CNY,4837919232.0,12-31,0.611,7538718000.0,2135700000.0,10602448000.0,5433855000.0,9948983000.0,7827275000.0,931308000.0,1033391000.0,996805000.0,-1132438000.0,-306311000.0,
1810.HK,XIAOMI-W,Consumer Electronics,41.95,HKD,CNY,1087218188288.0,12-31,0.0,191852834000.0,29825511000.0,324247439000.0,163995489000.0,270970141000.0,213493902000.0,42868517000.0,17475173000.0,41300495000.0,-504972000.0,-35169054000.0,
1811.HK,CGN NEW ENERGY,Utilities - Independent Power Producers,2.24,HKD,USD,9609420800.0,12-31,0.014,7920332000.0,6369519000.0,8717708000.0,1617672000.0,1951339000.0,780880000.0,632482000.0,248018000.0,502626000.0,297016000.0,-934732000.0,
1812.HK,CHENMING PAPER,Paper & Paper Products,0.56,HKD,CNY,3860304128.0,12-31,0.0,40700125362.26,33159050440.55,63509295142.08,9156104358.91,22729474852.76,22144828668.43,2002829703.6999998,-7410784491.65,2623191664.6,-3724920976.43,465801638.95,
1813.HK,KWG GROUP,Real Estate - Development,0.335,HKD,CNY,1145324800.0,12-31,0.0,86067906000.0,73906269000.0,167465395000.0,12731934000.0,15807106000.0,18446337000.0,5285581000.0,-18732972000.0,1074462000.0,-5456413000.0,1805716000.0,
1815.HK,CSMALL,Luxury Goods,1.55,HKD,CNY,1918713984.0,12-31,0.0,1430488000.0,99974000.0,1586561000.0,1336488000.0,500532000.0,463102000.0,74286000.0,-34998000.0,-56496000.0,5624000.0,-4832000.0,
1816.HK,CGN POWER,Utilities - Independent Power Producers,2.54,HKD,CNY,178026053632.0,12-31,0.095,324659027578.44,206364919598.77,425400654520.48,119441293507.77,86804414918.11,57265603076.29,4777554840.419998,10813873224.82,38015962614.4,-17973345916.66,-20169074237.83,
1817.HK,MULSANNE GROUP,Apparel Retail,0.405,HKD,CNY,374179520.0,12-31,0.0,2040614000.0,1449235000.0,3014268000.0,710803000.0,2329049000.0,1116866000.0,1114037000.0,39567000.0,297777000.0,-242266000.0,-114115000.0,
1818.HK,ZHAOJIN MINING,Gold,18.92,HKD,CNY,67022020608.0,12-31,0.05,34708160000.0,17786878000.0,46867396000.0,18861960000.0,8423618000.0,5053333000.0,1284366000.0,686430000.0,1832505000.0,-551681000.0,-1959945000.0,
